ITEM_NO,COMPANY,Station_Series_ID,DynamicStartFt,DynamicEndFt,TestStartDateTime
2832,Great Lakes Gas Transmission,206300,298442,298596.4834,1991-10-24 22:15:00
2832,Great Lakes Gas Transmission,206300,298596.4834,300027,1991-10-24 22:15:00
2833,Great Lakes Gas Transmission,206300,300027,300506.7787,1991-10-18 10:15:00
2833,Great Lakes Gas Transmission,206300,300506.7787,301031.339,1991-10-18 10:15:00
2833,Great Lakes Gas Transmission,206300,301031.339,302798,1991-10-18 10:15:00
2834,Great Lakes Gas Transmission,206300,302798,303177.4939,1991-10-19 00:30:00
2834,Great Lakes Gas Transmission,206300,303177.4939,303775,1991-10-19 00:30:00
2835,Great Lakes Gas Transmission,206300,303775,307516,1991-10-18 15:30:00
2836,Great Lakes Gas Transmission,206300,307516,307654.9939,1991-10-19 11:30:00
2848,Great Lakes Gas Transmission,206350,345475.5976,347163.2682,1991-10-29 13:30:00
2848,Great Lakes Gas Transmission,206350,347163.2682,348851.2866,1991-10-29 13:30:00
2844,Great Lakes Gas Transmission,206350,329080,331245,1991-10-30 03:30:00
2845,Great Lakes Gas Transmission,206350,331245,336139,1991-10-29 03:45:00
2846,Great Lakes Gas Transmission,206350,336139,337692,1991-10-29 02:30:00
2847,Great Lakes Gas Transmission,206350,337692,342675.4894,1991-10-28 16:40:00
2847,Great Lakes Gas Transmission,206350,342675.4894,343493,1991-10-28 16:40:00
2848,Great Lakes Gas Transmission,206350,343493,345475.5976,1991-10-29 13:30:00
2838,Great Lakes Gas Transmission,206350,313528,313617.2643,1991-10-19 03:00:00
2838,Great Lakes Gas Transmission,206350,313617.2643,317893.032,1991-10-19 03:00:00
2838,Great Lakes Gas Transmission,206350,317893.032,318242.0116,1991-10-19 03:00:00
2838,Great Lakes Gas Transmission,206350,318242.0116,318889,1991-10-19 03:00:00
2839,Great Lakes Gas Transmission,206350,318889,319947.7564,1991-10-11 21:00:00
2839,Great Lakes Gas Transmission,206350,319947.7564,320144.2951,1991-10-11 21:00:00
2839,Great Lakes Gas Transmission,206350,320144.2951,322560.2498,1991-10-11 21:00:00
2839,Great Lakes Gas Transmission,206350,322560.2498,323169,1991-10-11 21:00:00
2840,Great Lakes Gas Transmission,206350,323169,323283.0221,1991-10-12 07:30:00
2840,Great Lakes Gas Transmission,206350,323283.0221,324128.5438,1991-10-12 07:30:00
2840,Great Lakes Gas Transmission,206350,324128.5438,324313,1991-10-12 07:30:00
2841,Great Lakes Gas Transmission,206350,324313,326332,1991-10-12 18:45:00
2842,Great Lakes Gas Transmission,206350,326332,326915,1991-10-30 04:45:00
2843,Great Lakes Gas Transmission,206350,326915,329080,1991-10-29 18:15:00
2836,Great Lakes Gas Transmission,206350,307655,312573,1991-10-19 11:30:00
2837,Great Lakes Gas Transmission,206350,312573,313528,1991-10-18 16:30:00
2850,Great Lakes Gas Transmission,206350,354550,356600,1991-10-28 14:30:00
2851,Great Lakes Gas Transmission,206350,356600,358019,1991-10-28 22:30:00
2852,Great Lakes Gas Transmission,206350,358019,368539,1991-10-28 12:15:00
2853,Great Lakes Gas Transmission,206350,368539,377652,1991-10-29 22:45:00
2848,Great Lakes Gas Transmission,206350,348851.2866,349507,1991-10-29 13:30:00
2849,Great Lakes Gas Transmission,206350,349507,354550,1991-10-29 10:15:00
37914,Great Lakes Gas Transmission,207000,90672,90813,1981-12-04 15:30:00
2854,Great Lakes Gas Transmission,207000,232,13429,1981-12-08 21:30:00
2855,Great Lakes Gas Transmission,207000,13429,31539,1981-12-10 06:00:00
2856,Great Lakes Gas Transmission,207000,31539,63842,1981-12-14 22:45:00
2857,Great Lakes Gas Transmission,207000,63842,90672,1981-12-16 07:00:00
2859,Great Lakes Gas Transmission,207100,149950.2332,153038.012,1991-09-19 23:00:00
37914,Great Lakes Gas Transmission,207100,90813.00211,90845,1981-12-04 15:30:00
2858,Great Lakes Gas Transmission,207100,90845,117579,1991-09-08 12:25:00
2859,Great Lakes Gas Transmission,207100,117579,149950.2332,1991-09-19 23:00:00
2859,Great Lakes Gas Transmission,207100,153038.012,169256,1991-09-19 23:00:00
2860,Great Lakes Gas Transmission,207100,169256,171423,1991-09-25 22:30:00
2861,Great Lakes Gas Transmission,207100,171423,180678,1991-09-27 00:02:00
2861,Great Lakes Gas Transmission,207200,180678.0055,183845,1991-09-27 00:02:00
2862,Great Lakes Gas Transmission,207200,183845,205430,1991-09-28 00:00:00
2863,Great Lakes Gas Transmission,207200,205430,214006,1991-09-29 14:00:00
2864,Great Lakes Gas Transmission,207200,214006,224615,1991-10-04 10:45:00
2865,Great Lakes Gas Transmission,207200,224615,230989,1991-10-05 14:30:00
2866,Great Lakes Gas Transmission,207200,230989,261328,1991-10-05 02:15:00
2867,Great Lakes Gas Transmission,207200,261328,267808,1991-10-07 20:30:00
2868,Great Lakes Gas Transmission,207200,267808,278694.5739,1991-10-07 14:00:00
2868,Great Lakes Gas Transmission,207200,278694.5739,278743,1991-10-07 14:00:00
2869,Great Lakes Gas Transmission,207200,278743,281267,1991-10-10 17:30:00
2870,Great Lakes Gas Transmission,207200,281267,282184.2524,1991-10-09 02:00:00
2870,Great Lakes Gas Transmission,207200,282184.2524,282542,1991-10-09 02:00:00
2870,Great Lakes Gas Transmission,207300,282542.0083,300529,1991-10-09 02:00:00
2871,Great Lakes Gas Transmission,207300,300529,308307,1991-10-11 12:00:00
2872,Great Lakes Gas Transmission,207300,308307,315500,1991-01-28 04:07:00
2873,Great Lakes Gas Transmission,207300,315500,325373,1990-01-28 17:20:00
2874,Great Lakes Gas Transmission,207300,325373,325414.1278,1990-01-28 14:00:00
2874,Great Lakes Gas Transmission,207300,325414.1278,326886.9953,1990-01-28 14:00:00
2874,Great Lakes Gas Transmission,207350,326887,329683.6652,1990-01-28 14:00:00
2874,Great Lakes Gas Transmission,207350,329683.6652,330672,1990-01-28 14:00:00
2875,Great Lakes Gas Transmission,207350,330672,330696.7459,1990-01-31 03:30:00
2875,Great Lakes Gas Transmission,207350,330696.7459,332702.9598,1990-01-31 03:30:00
2875,Great Lakes Gas Transmission,207350,332702.9598,338775,1990-01-31 03:30:00
2876,Great Lakes Gas Transmission,207350,338775,349632,1990-02-01 10:00:00
2877,Great Lakes Gas Transmission,207350,349632,361277,1990-02-01 15:23:00
2878,Great Lakes Gas Transmission,207350,361277,362960,1990-02-02 14:45:00
2879,Great Lakes Gas Transmission,207350,362960,364227,1990-02-03 03:00:00
2880,Great Lakes Gas Transmission,207350,364227,366968,1990-02-03 16:00:00
2881,Great Lakes Gas Transmission,207350,366968,369498,1990-02-19 01:10:00
2882,Great Lakes Gas Transmission,207350,369498,376913.9999,1990-02-24 00:45:00
2886,Great Lakes Gas Transmission,208000,22908.04793,23423.65489,1990-02-14 11:48:00
2886,Great Lakes Gas Transmission,208000,23423.65489,24008.08731,1990-02-14 11:48:00
2886,Great Lakes Gas Transmission,208000,24008.08731,25336,1990-02-14 11:48:00
2887,Great Lakes Gas Transmission,208000,25336,26362.22445,1990-02-18 05:45:00
2885,Great Lakes Gas Transmission,208000,19607.78546,20753.08074,1990-02-14 17:57:00
2885,Great Lakes Gas Transmission,208000,20753.08074,21330.2625,1990-02-14 17:57:00
2885,Great Lakes Gas Transmission,208000,21330.2625,21897.94295,1990-02-14 17:57:00
2885,Great Lakes Gas Transmission,208000,21897.94295,22398,1990-02-14 17:57:00
2886,Great Lakes Gas Transmission,208000,22398,22466.41408,1990-02-14 11:48:00
2892,Great Lakes Gas Transmission,208000,62471.17135,63246.91283,1990-02-28 06:00:00
2892,Great Lakes Gas Transmission,208000,63246.91283,63522.87411,1990-02-28 06:00:00
2892,Great Lakes Gas Transmission,208000,63522.87411,65085.64971,1990-02-28 06:00:00
2887,Great Lakes Gas Transmission,208000,27622.98233,27897.84453,1990-02-18 05:45:00
2887,Great Lakes Gas Transmission,208000,27897.84453,29847.19821,1990-02-18 05:45:00
2887,Great Lakes Gas Transmission,208000,29847.19821,30120.42327,1990-02-18 05:45:00
2883,Great Lakes Gas Transmission,208000,2.00131,3063,1990-02-13 14:05:00
2884,Great Lakes Gas Transmission,208000,3063,8283,1990-02-13 21:00:00
2885,Great Lakes Gas Transmission,208000,8283,19607.78546,1990-02-14 17:57:00
2886,Great Lakes Gas Transmission,208000,22466.41408,22908.04793,1990-02-14 11:48:00
2887,Great Lakes Gas Transmission,208000,26362.22445,26835.47248,1990-02-18 05:45:00
2887,Great Lakes Gas Transmission,208000,26835.47248,27622.98233,1990-02-18 05:45:00
2887,Great Lakes Gas Transmission,208000,30120.42327,30781,1990-02-18 05:45:00
2888,Great Lakes Gas Transmission,208000,30781,33340,1990-02-11 01:40:00
2889,Great Lakes Gas Transmission,208000,33340,34475,1990-02-10 12:15:00
2891,Great Lakes Gas Transmission,208000,40175,43619,1990-03-01 12:21:00
2892,Great Lakes Gas Transmission,208000,43619,61262.6707,1990-02-28 06:00:00
2892,Great Lakes Gas Transmission,208000,61262.6707,62471.17135,1990-02-28 06:00:00
2895,Great Lakes Gas Transmission,208000,77931,88400,1990-02-27 15:30:00
2892,Great Lakes Gas Transmission,208000,66712.23107,67809,1990-02-28 06:00:00
2892,Great Lakes Gas Transmission,208000,65085.64971,66712.23107,1990-02-28 06:00:00
2893,Great Lakes Gas Transmission,208000,67809,73464,1990-03-02 19:30:00
2894,Great Lakes Gas Transmission,208000,73464,77931,1990-03-02 06:30:00
2895,Great Lakes Gas Transmission,208100,88400.00342,88600,1990-02-27 15:30:00
2896,Great Lakes Gas Transmission,208100,88600,92460,1990-03-05 00:08:00
2897,Great Lakes Gas Transmission,208100,92460,97898,1990-03-06 08:04:00
2898,Great Lakes Gas Transmission,208100,97898,113580,1990-03-06 02:15:00
2899,Great Lakes Gas Transmission,208100,113580,120353,1990-03-07 11:06:00
2901,Great Lakes Gas Transmission,208100,120353,134822,1990-03-07 03:51:00
2902,Great Lakes Gas Transmission,208100,134822,168441.9983,1990-03-08 00:15:00
2902,Great Lakes Gas Transmission,208200,168442,192782,1990-03-08 00:15:00
2903,Great Lakes Gas Transmission,208200,192782,213936,1991-08-12 23:55:00
2904,Great Lakes Gas Transmission,208200,213936,246829.9905,1991-08-15 12:55:00
2905,Great Lakes Gas Transmission,208300,246830,283900,1991-08-19 12:05:00
2906,Great Lakes Gas Transmission,208300,283900,312669,1991-08-23 21:10:00
2907,Great Lakes Gas Transmission,208300,312669,322945.9913,1991-09-29 19:00:00
2913,Great Lakes Gas Transmission,208400,393853.1469,394000.3254,1998-08-03 11:15:00
2913,Great Lakes Gas Transmission,208400,394000.3254,395287,1998-08-03 11:15:00
2908,Great Lakes Gas Transmission,208400,322946,336400,1991-08-15 13:30:00
2909,Great Lakes Gas Transmission,208400,336400,343673,1991-08-17 11:00:00
2910,Great Lakes Gas Transmission,208400,343673,370253,1991-08-16 13:00:00
2911,Great Lakes Gas Transmission,208400,370253,382724,1991-09-20 05:30:00
2912,Great Lakes Gas Transmission,208400,382724,386613.0321,1998-08-01 10:35:00
2912,Great Lakes Gas Transmission,208400,386613.0321,390269.5085,1998-08-01 10:35:00
2912,Great Lakes Gas Transmission,208400,390269.5085,390678.4684,1998-08-01 10:35:00
2912,Great Lakes Gas Transmission,208400,390678.4684,391391.0406,1998-08-01 10:35:00
2912,Great Lakes Gas Transmission,208400,391391.0406,391457,1998-08-01 10:35:00
2913,Great Lakes Gas Transmission,208400,391457,391759.0295,1998-08-03 11:15:00
2913,Great Lakes Gas Transmission,208400,391759.0295,393498.4356,1998-08-03 11:15:00
2913,Great Lakes Gas Transmission,208400,393498.4356,393853.1469,1998-08-03 11:15:00
2914,Great Lakes Gas Transmission,209000,180,591.68963,1998-08-13 08:45:00
2914,Great Lakes Gas Transmission,209000,591.68963,916,1998-08-13 08:45:00
2915,Great Lakes Gas Transmission,209000,916,982.86418,1998-08-12 08:05:00
2917,Great Lakes Gas Transmission,209000,64587.90364,65636.00076,1998-09-23 01:10:00
2917,Great Lakes Gas Transmission,209000,15547,64587.90364,1998-09-23 01:10:00
2915,Great Lakes Gas Transmission,209000,982.86418,1163,1998-08-12 08:05:00
2916,Great Lakes Gas Transmission,209000,1163,15547,1998-09-21 23:00:00
2917,Great Lakes Gas Transmission,209000,65636.00076,65636.00404,1998-09-23 01:10:00
2918,Great Lakes Gas Transmission,209050,65661.00076,66796.67661,1991-07-31 18:32:00
2918,Great Lakes Gas Transmission,209050,65661.00076,65661.00076,1991-07-31 18:32:00
2918,Great Lakes Gas Transmission,209050,66796.67661,92589,1991-07-31 18:32:00
2919,Great Lakes Gas Transmission,209100,92641,119810,1991-02-03 17:15:00
2920,Great Lakes Gas Transmission,209100,119810,149596,1991-09-17 19:30:00
2921,Great Lakes Gas Transmission,209100,149596,182019,1991-09-19 03:05:00
2922,Great Lakes Gas Transmission,209100,182019,182206.7818,1991-09-11 11:30:00
2922,Great Lakes Gas Transmission,209100,182206.7818,185266,1991-09-11 11:30:00
2922,Great Lakes Gas Transmission,209200,187595.9845,189714,1991-09-11 11:30:00
2923,Great Lakes Gas Transmission,209200,189714,190159.751,1991-09-10 15:00:00
2922,Great Lakes Gas Transmission,209200,185266.0042,187595.9845,1991-09-11 11:30:00
2923,Great Lakes Gas Transmission,209200,190159.751,190539.2687,1991-09-10 15:00:00
2923,Great Lakes Gas Transmission,209200,190539.2687,202339,1991-09-10 15:00:00
2924,Great Lakes Gas Transmission,209200,202339,206827.8218,1991-09-09 12:15:00
2924,Great Lakes Gas Transmission,209200,206827.8218,208253.2844,1991-09-09 12:15:00
2924,Great Lakes Gas Transmission,209200,208253.2844,208355,1991-09-09 12:15:00
2925,Great Lakes Gas Transmission,209200,208355,209849.0062,1991-09-08 18:00:00
2925,Great Lakes Gas Transmission,209200,209849.0062,211673.3205,1991-09-08 18:00:00
2925,Great Lakes Gas Transmission,209200,211673.3205,254076,1991-09-08 18:00:00
37776,Great Lakes Gas Transmission,209300,322558.7308,323446,1990-01-10 03:23:00
2925,Great Lakes Gas Transmission,209300,283835.381,287267.9335,1991-09-08 18:00:00
2925,Great Lakes Gas Transmission,209300,254076.0076,283835.381,1991-09-08 18:00:00
37776,Great Lakes Gas Transmission,209300,307014,315502.3135,1990-01-10 03:23:00
37776,Great Lakes Gas Transmission,209300,315502.3135,319129.7315,1990-01-10 03:23:00
37776,Great Lakes Gas Transmission,209300,319129.7315,319545.2826,1990-01-10 03:23:00
37776,Great Lakes Gas Transmission,209300,319545.2826,321073.2354,1990-01-10 03:23:00
37776,Great Lakes Gas Transmission,209300,321073.2354,322558.7308,1990-01-10 03:23:00
2925,Great Lakes Gas Transmission,209300,287267.9335,307014,1991-09-08 18:00:00
37776,Great Lakes Gas Transmission,209320,323446.011,323929.1311,1990-01-10 03:23:00
37776,Great Lakes Gas Transmission,209320,325009.095,325898.9998,1990-01-10 03:23:00
2652,Great Lakes Gas Transmission,209320,323446.011,323929.1311,1997-09-30 07:30:00
2652,Great Lakes Gas Transmission,209320,323929.1311,325009.095,1997-09-30 07:30:00
2652,Great Lakes Gas Transmission,209320,325009.095,325898.9998,1997-09-30 07:30:00
37776,Great Lakes Gas Transmission,209350,325943.009,326694.8397,1990-01-10 03:23:00
37776,Great Lakes Gas Transmission,209350,326694.8397,333664,1990-01-10 03:23:00
37776,Great Lakes Gas Transmission,209400,333664.0064,370256,1990-01-10 03:23:00
2927,Great Lakes Gas Transmission,209400,370256,402855,1990-01-10 12:30:00
2928,Great Lakes Gas Transmission,209400,402855,408766,1990-01-06 20:45:00
2930,Great Lakes Gas Transmission,210000,886,20430,1998-08-31 12:45:00
2931,Great Lakes Gas Transmission,210000,20430,50634,1998-09-13 03:45:00
2932,Great Lakes Gas Transmission,210000,50634,64268,1991-08-28 17:15:00
2929,Great Lakes Gas Transmission,210000,0,834,1998-09-08 09:35:00
2933,Great Lakes Gas Transmission,210000,64268,77316.992,1991-09-01 11:15:00
2933,Great Lakes Gas Transmission,210100,77316.99487,105552.9726,1991-09-01 11:15:00
2933,Great Lakes Gas Transmission,210100,105552.9726,105592,1991-09-01 11:15:00
2934,Great Lakes Gas Transmission,210100,105592,109093,1991-08-31 20:57:00
2936,Great Lakes Gas Transmission,210150,113783.7305,119838.2942,1991-02-14 12:45:00
2935,Great Lakes Gas Transmission,210150,109145,109957.1524,1991-02-16 20:15:00
2935,Great Lakes Gas Transmission,210150,109957.1524,110586,1991-02-16 20:15:00
2936,Great Lakes Gas Transmission,210150,110586,113783.7305,1991-02-14 12:45:00
2936,Great Lakes Gas Transmission,210150,119838.2942,154129,1991-02-14 12:45:00
2938,Great Lakes Gas Transmission,210200,205186.7982,205228.0417,1991-02-20 04:15:00
2938,Great Lakes Gas Transmission,210200,205228.0417,206652.4117,1991-02-20 04:15:00
2938,Great Lakes Gas Transmission,210200,206652.4117,207179.0751,1991-02-20 04:15:00
2938,Great Lakes Gas Transmission,210200,207179.0751,207637.4544,1991-02-20 04:15:00
2938,Great Lakes Gas Transmission,210200,207637.4544,207724,1991-02-20 04:15:00
2939,Great Lakes Gas Transmission,210200,207724,208621.188,1991-02-20 00:00:00
2937,Great Lakes Gas Transmission,210200,154178,201291.5029,1991-02-18 03:00:00
2937,Great Lakes Gas Transmission,210200,201291.5029,201924,1991-02-18 03:00:00
2938,Great Lakes Gas Transmission,210200,201924,204188.1073,1991-02-20 04:15:00
2938,Great Lakes Gas Transmission,210200,204188.1073,205186.7982,1991-02-20 04:15:00
2939,Great Lakes Gas Transmission,210200,208621.188,212468,1991-02-20 00:00:00
2940,Great Lakes Gas Transmission,210300,119,1048.999,1968-09-26 09:20:00
2941,Great Lakes Gas Transmission,210350,24473.61552,25012.001,1968-09-13 07:20:00
2940,Great Lakes Gas Transmission,210350,1048.99935,1293.999,1968-09-26 09:20:00
2941,Great Lakes Gas Transmission,210350,1293.999,24262.00135,1968-09-13 07:20:00
2941,Great Lakes Gas Transmission,210350,24262.00135,24473.61552,1968-09-13 07:20:00
2942,Great Lakes Gas Transmission,210450,238442,238556.4078,1991-11-15 16:28:00
2942,Great Lakes Gas Transmission,210450,238556.4078,239382,1991-11-15 16:28:00
2943,Great Lakes Gas Transmission,210450,239382,241796.6244,1991-11-15 00:10:00
2943,Great Lakes Gas Transmission,210450,241796.6244,244197.7005,1991-11-15 00:10:00
2943,Great Lakes Gas Transmission,210450,244197.7005,267287.0936,1991-11-15 00:10:00
2943,Great Lakes Gas Transmission,210450,267287.0936,269576.9394,1991-11-15 00:10:00
2943,Great Lakes Gas Transmission,210450,269576.9394,269842.3397,1991-11-15 00:10:00
2943,Great Lakes Gas Transmission,210450,269842.3397,272951,1991-11-15 00:10:00
2944,Great Lakes Gas Transmission,210450,272951,274838.091,1991-11-15 03:55:00
2944,Great Lakes Gas Transmission,210450,274838.091,274855.8895,1991-11-15 03:55:00
2944,Great Lakes Gas Transmission,210450,274855.8895,275409.4394,1991-11-15 03:55:00
2944,Great Lakes Gas Transmission,210450,275409.4394,275851.1815,1991-11-15 03:55:00
2944,Great Lakes Gas Transmission,210450,275851.1815,280826,1991-11-15 03:55:00
2945,Great Lakes Gas Transmission,210450,284003.4092,287201.8541,1991-11-12 14:43:00
2945,Great Lakes Gas Transmission,210450,287201.8541,295420,1991-11-12 14:43:00
2945,Great Lakes Gas Transmission,210450,280826,280946.0405,1991-11-12 14:43:00
2945,Great Lakes Gas Transmission,210450,280946.0405,284003.4092,1991-11-12 14:43:00
2946,Great Lakes Gas Transmission,210450,295420,309162,1991-11-12 18:42:00
2947,Great Lakes Gas Transmission,210450,309162,312226.9985,1991-11-07 19:00:00
2949,Great Lakes Gas Transmission,210500,366304.6823,367157.9993,1991-11-02 09:50:00
2949,Great Lakes Gas Transmission,210500,363496,364178.7965,1991-11-02 09:50:00
2949,Great Lakes Gas Transmission,210500,364178.7965,366304.6823,1991-11-02 09:50:00
2948,Great Lakes Gas Transmission,210500,352900,363496,1991-11-04 17:20:00
2947,Great Lakes Gas Transmission,210500,312227,323643.0746,1991-11-07 19:00:00
2947,Great Lakes Gas Transmission,210500,323643.0746,328720.9848,1991-11-07 19:00:00
2947,Great Lakes Gas Transmission,210500,328720.9848,352900,1991-11-07 19:00:00
2950,Great Lakes Gas Transmission,210600,367320,367706.9625,1991-11-02 05:07:00
2950,Great Lakes Gas Transmission,210600,367706.9625,368418.2552,1991-11-02 05:07:00
2950,Great Lakes Gas Transmission,210600,368418.2552,369790.1416,1991-11-02 05:07:00
2951,Great Lakes Gas Transmission,210600,368666,369790.1416,1991-11-01 16:47:00
2950,Great Lakes Gas Transmission,210600,369790.1416,373590.1646,1991-11-02 05:07:00
2950,Great Lakes Gas Transmission,210600,373590.1646,374213,1991-11-02 05:07:00
2951,Great Lakes Gas Transmission,210600,369790.1416,373590.1646,1991-11-01 16:47:00
2951,Great Lakes Gas Transmission,210600,373590.1646,374213,1991-11-01 16:47:00
2953,Great Lakes Gas Transmission,210650,387953.5177,390064.7709,1991-10-31 21:36:00
2952,Great Lakes Gas Transmission,210650,374211.0111,376339,1991-11-01 13:15:00
2953,Great Lakes Gas Transmission,210650,376339,387953.5177,1991-10-31 21:36:00
2953,Great Lakes Gas Transmission,210650,390064.7709,392585,1991-10-31 21:36:00
2954,Great Lakes Gas Transmission,210650,392585,396428,1991-10-31 17:43:00
2955,Great Lakes Gas Transmission,210650,396428,398202,1991-10-31 05:30:00
2956,Great Lakes Gas Transmission,210650,398202,402956.4048,1991-10-31 01:14:00
2956,Great Lakes Gas Transmission,210650,402956.4048,405463,1991-10-31 01:14:00
2957,Great Lakes Gas Transmission,210650,405463,407007.9632,1990-01-09 02:16:00
2957,Great Lakes Gas Transmission,210650,407007.9632,421966,1990-01-09 02:16:00
2958,Great Lakes Gas Transmission,210650,421966,432610,1990-01-08 02:45:00
2959,Great Lakes Gas Transmission,210650,432610,433234,1990-01-08 07:00:00
2960,Great Lakes Gas Transmission,210650,433234,436058,1990-01-07 11:38:00
2964,Great Lakes Gas Transmission,211000,50670.27567,52264.48171,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,52264.48171,53570.25599,1996-09-17 08:35:00
2961,Great Lakes Gas Transmission,211000,0,6121,1996-09-24 09:15:00
2962,Great Lakes Gas Transmission,211000,6121,28333,1996-09-21 10:00:00
2963,Great Lakes Gas Transmission,211000,28333,30273,1996-09-19 09:00:00
2964,Great Lakes Gas Transmission,211000,30273,34641.7553,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,34641.7553,37007.48037,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,37007.48037,37192.41147,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,37192.41147,40269.32749,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,40269.32749,40592.80846,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,40592.80846,43718.8649,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,43718.8649,48058.44167,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,48058.44167,49465.89574,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,49465.89574,50559.81635,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,50559.81635,50670.27567,1996-09-17 08:35:00
2964,Great Lakes Gas Transmission,211000,53570.25599,53741,1996-09-17 08:35:00
2965,Great Lakes Gas Transmission,211000,59781.06636,60607,1996-09-11 10:10:00
2965,Great Lakes Gas Transmission,211000,53741,57604.37017,1996-09-11 10:10:00
2965,Great Lakes Gas Transmission,211000,57604.37017,59781.06636,1996-09-11 10:10:00
2966,Great Lakes Gas Transmission,211000,60607,61310.90889,1996-09-10 12:40:00
2966,Great Lakes Gas Transmission,211000,61310.90889,66234.19958,1996-09-10 12:40:00
2966,Great Lakes Gas Transmission,211000,66234.19958,67129.5211,1996-09-10 12:40:00
2966,Great Lakes Gas Transmission,211000,67129.5211,67843.58278,1996-09-10 12:40:00
2966,Great Lakes Gas Transmission,211000,67843.58278,68465.68252,1996-09-10 12:40:00
2966,Great Lakes Gas Transmission,211000,68465.68252,69343,1996-09-10 12:40:00
2967,Great Lakes Gas Transmission,211000,69402.37543,69668.22517,1996-09-12 09:15:00
2967,Great Lakes Gas Transmission,211000,69668.22517,72475.37085,1996-09-12 09:15:00
2967,Great Lakes Gas Transmission,211000,72475.37085,72564,1996-09-12 09:15:00
2967,Great Lakes Gas Transmission,211000,69343,69402.37543,1996-09-12 09:15:00
2968,Great Lakes Gas Transmission,211000,72564,90568,1991-07-15 13:30:00
2968,Great Lakes Gas Transmission,211100,90568.00211,105391,1991-07-15 13:30:00
2969,Great Lakes Gas Transmission,211100,105391,112460.909,1991-07-17 12:45:00
2969,Great Lakes Gas Transmission,211100,112460.909,117915.2495,1991-07-17 12:45:00
2969,Great Lakes Gas Transmission,211100,117915.2495,158354,1991-07-17 12:45:00
2970,Great Lakes Gas Transmission,211100,158354,181265.99,1990-01-17 00:30:00
2970,Great Lakes Gas Transmission,211200,181265.9944,201969,1990-01-17 00:30:00
2971,Great Lakes Gas Transmission,211200,201969,207988,1990-01-18 11:23:00
2972,Great Lakes Gas Transmission,211200,207988,214319.5509,1990-01-18 06:19:00
2972,Great Lakes Gas Transmission,211200,214319.5509,217209,1990-01-18 06:19:00
2973,Great Lakes Gas Transmission,211200,217209,218529.7379,1990-01-13 03:35:00
2973,Great Lakes Gas Transmission,211200,218529.7379,237558,1990-01-13 03:35:00
2974,Great Lakes Gas Transmission,211200,237558,238540,1990-01-12 10:23:00
2975,Great Lakes Gas Transmission,211200,238540,247524,1990-01-13 03:20:00
2976,Great Lakes Gas Transmission,211200,247524,249860,1990-01-11 02:00:00
2977,Great Lakes Gas Transmission,211200,249860,266990.007,1990-01-10 23:10:00
2978,Great Lakes Gas Transmission,211300,266990.01,283584,1990-01-15 15:45:00
2979,Great Lakes Gas Transmission,211300,283584,346116.9986,1991-01-12 17:05:00
2982,Great Lakes Gas Transmission,211400,384090.3155,384841,1990-12-18 17:00:00
2983,Great Lakes Gas Transmission,211400,384841,385573.288,1990-12-18 01:35:00
2983,Great Lakes Gas Transmission,211400,385573.288,385968.4389,1990-12-18 01:35:00
2983,Great Lakes Gas Transmission,211400,385968.4389,386567,1990-12-18 01:35:00
2984,Great Lakes Gas Transmission,211400,386567,387432.7138,1990-12-17 19:45:00
2979,Great Lakes Gas Transmission,211400,346117,366414,1991-01-12 17:05:00
2980,Great Lakes Gas Transmission,211400,366414,369516,1990-12-19 09:45:00
2981,Great Lakes Gas Transmission,211400,369516,375745,1990-12-18 20:35:00
2982,Great Lakes Gas Transmission,211400,375745,384090.3155,1990-12-18 17:00:00
2984,Great Lakes Gas Transmission,211400,387432.7138,417606,1990-12-17 19:45:00
2985,Great Lakes Gas Transmission,211400,417606,417639,1991-08-13 16:30:00
2985,Great Lakes Gas Transmission,211500,417639,481274,1991-08-13 16:30:00
2986,Great Lakes Gas Transmission,211500,481274,483011,1991-08-12 17:30:00
2987,Great Lakes Gas Transmission,211500,483011,490443.9903,1991-08-12 14:45:00
2988,Great Lakes Gas Transmission,212000,28713.64178,28764,1978-08-30 04:45:00
2990,Great Lakes Gas Transmission,212000,28764,29746.09256,1978-08-31 16:15:00
2990,Great Lakes Gas Transmission,212000,29746.09256,31044.99677,1978-08-31 16:15:00
2990,Great Lakes Gas Transmission,212000,31044.99677,31044.99677,1978-08-31 16:15:00
2988,Great Lakes Gas Transmission,212000,508,9735.35435,1978-08-30 04:45:00
2988,Great Lakes Gas Transmission,212000,9735.35435,11383.63519,1978-08-30 04:45:00
2988,Great Lakes Gas Transmission,212000,11383.63519,11445.13781,1978-08-30 04:45:00
2988,Great Lakes Gas Transmission,212000,11445.13781,15258.97312,1978-08-30 04:45:00
2988,Great Lakes Gas Transmission,212000,15258.97312,24509.89177,1978-08-30 04:45:00
